,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
482 ,Jacob Murphy ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
483 ,Glenn Murray ,Forward,21 ,,,7 ,,,2 ,3 ,9 ,4 ,,,,,,,,,,0 ,203 ,10 ,2 ,6 ,,,,2 ,0 ,26 ,13 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,25 ,14 ,1 ,4 ,,,,,,,,
484 ,Charly Musonda ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
485 ,Jordon Mutch ,Midfielder,20 ,,,18 ,1 ,,5 ,15 ,8 ,5 ,,47 ,49 ,56 ,11 ,10 ,22 ,,0 ,0 ,307 ,15 ,0 ,42 ,0 ,1 ,12 ,0 ,0 ,11 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,17 ,2 ,0 ,0 ,,,,,,,,
486 ,Boaz Myhill ,Goalkeeper,23 ,7 ,31 ,,,,,,,,,,,,,,,0 ,1 ,0 ,604 ,26 ,,,,,205 ,2 ,0 ,0 ,,0 ,,,,,,,,,,,,65 ,0 ,12 ,30 ,11 ,12 ,57 ,206 
487 ,Dame N'Doye ,Forward,11 ,,,12 ,,,3 ,7 ,6 ,5 ,,,,,,,,,,0 ,187 ,17 ,0 ,7 ,,,,2 ,0 ,20 ,5 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,4 ,0 ,0 ,,,,,,,,
488 ,Clinton N'Jie ,Forward,8 ,,,7 ,,,2 ,0 ,0 ,0 ,,,,,,,,,,1 ,72 ,9 ,1 ,4 ,,,,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,0 ,0 ,,,,,,,,
489 ,Charles N'Zogbia ,Midfielder,2 ,,,1 ,1 ,,0 ,0 ,0 ,0 ,,1 ,2 ,2 ,1 ,0 ,0 ,,0 ,0 ,9 ,5 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
490 ,Adil Nabi ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
491 ,Nacho Monreal ,Defender,37 ,17 ,34 ,80 ,1 ,0 ,1 ,105 ,114 ,50 ,2 ,236 ,205 ,129 ,15 ,69 ,54 ,0 ,0 ,3 ,1844 ,50 ,2 ,99 ,0 ,4 ,38 ,1 ,0 ,28 ,2 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
492 ,Steven Naismith ,Forward,23 ,,,23 ,,,8 ,7 ,8 ,7 ,,,,,,,,,,1 ,501 ,22 ,3 ,13 ,,,,3 ,0 ,30 ,9 ,4 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,25 ,9 ,0 ,3 ,,,,,,,,
493 ,Samir Nasri ,Midfielder,12 ,,,11 ,1 ,,3 ,2 ,0 ,0 ,,29 ,22 ,35 ,6 ,0 ,7 ,,0 ,2 ,416 ,35 ,1 ,17 ,0 ,5 ,12 ,3 ,0 ,4 ,1 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,7 ,1 ,3 ,,,,,,,,
494 ,Nathan ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
495 ,Kyle Naughton ,Defender,27 ,4 ,26 ,40 ,1 ,0 ,3 ,48 ,65 ,16 ,0 ,105 ,105 ,103 ,13 ,31 ,28 ,0 ,0 ,3 ,1081 ,40 ,2 ,64 ,0 ,0 ,41 ,2 ,1 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
496 ,Jesús Navas ,Defender,34 ,8 ,22 ,29 ,1 ,0 ,11 ,21 ,11 ,3 ,0 ,130 ,110 ,137 ,48 ,9 ,33 ,0 ,0 ,7 ,1268 ,37 ,6 ,176 ,0 ,7 ,40 ,1 ,0 ,18 ,4 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
497 ,Oumar Niasse ,Forward,5 ,,,4 ,,,0 ,3 ,0 ,0 ,,,,,,,,,,0 ,43 ,9 ,1 ,3 ,,,,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,1 ,,,,,,,,
498 ,Mark Noble ,Midfielder,37 ,,,103 ,1 ,,7 ,83 ,19 ,7 ,,236 ,202 ,171 ,29 ,17 ,17 ,,1 ,4 ,1923 ,52 ,3 ,29 ,0 ,2 ,152 ,8 ,1 ,36 ,6 ,7 ,0 ,7 ,0 ,1 ,0 ,3 ,0 ,34 ,12 ,0 ,0 ,,,,,,,,
499 ,Kevin Nolan ,Midfielder,2 ,,,1 ,1 ,,0 ,0 ,1 ,1 ,,5 ,2 ,3 ,1 ,0 ,1 ,,0 ,0 ,15 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
500 ,Kristoffer Nordfeldt ,Goalkeeper,1 ,0 ,1 ,,,,,,,,,,,,,,,0 ,0 ,0 ,25 ,25 ,,,,,12 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,4 ,0 ,0 ,0 ,0 ,0 ,4 ,12 
501 ,Nordin Amrabat ,Forward,12 ,,,5 ,,,3 ,4 ,1 ,1 ,,,,,,,,,,0 ,156 ,13 ,1 ,38 ,,,,2 ,1 ,15 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,3 ,0 ,1 ,,,,,,,,
502 ,Olivier Ntcham ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
503 ,David Nugent ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
504 ,Allan-Roméo Nyom ,Defender,32 ,9 ,34 ,84 ,1 ,0 ,3 ,60 ,70 ,20 ,0 ,187 ,147 ,111 ,27 ,13 ,20 ,0 ,1 ,1 ,860 ,27 ,1 ,85 ,0 ,1 ,58 ,8 ,0 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
505 ,Joey O'Brien ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
506 ,Eunan O'Kane ,Midfielder,16 ,,,9 ,1 ,,1 ,8 ,13 ,3 ,,29 ,28 ,37 ,10 ,3 ,6 ,,2 ,1 ,379 ,24 ,0 ,1 ,0 ,4 ,31 ,2 ,0 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,0 ,1 ,,,,,,,,
507 ,Gary O'Neil ,Midfielder,27 ,,,41 ,1 ,,5 ,36 ,30 ,14 ,,140 ,91 ,122 ,12 ,24 ,25 ,,0 ,0 ,943 ,35 ,1 ,44 ,0 ,0 ,90 ,7 ,1 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,1 ,,,,,,,,
508 ,John O'Shea ,Defender,28 ,1 ,37 ,32 ,1 ,0 ,2 ,39 ,183 ,90 ,0 ,68 ,92 ,44 ,0 ,51 ,17 ,0 ,0 ,0 ,590 ,21 ,1 ,0 ,0 ,0 ,46 ,2 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
509 ,Gabriel Obertan ,Midfielder,5 ,,,6 ,1 ,,0 ,4 ,4 ,2 ,,19 ,13 ,22 ,1 ,4 ,5 ,,0 ,1 ,97 ,19 ,0 ,10 ,0 ,0 ,2 ,1 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,,,,,,,,
510 ,Pedro Obiang ,Midfielder,24 ,,,42 ,1 ,,3 ,36 ,21 ,10 ,,80 ,95 ,76 ,13 ,31 ,18 ,,0 ,1 ,476 ,20 ,1 ,4 ,0 ,1 ,27 ,2 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,1 ,0 ,0 ,,,,,,,,
511 ,Peter Odemwingie ,Forward,5 ,,,3 ,,,1 ,2 ,1 ,0 ,,,,,,,,,,0 ,49 ,10 ,0 ,7 ,,,,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,,,,,,,,
512 ,Vadis Odjidja-Ofoe ,Midfielder,10 ,,,9 ,1 ,,1 ,3 ,5 ,3 ,,19 ,22 ,33 ,6 ,4 ,6 ,,0 ,2 ,135 ,14 ,0 ,12 ,0 ,0 ,3 ,2 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,,,,,,,,
513 ,Angelo Ogbonna ,Defender,28 ,9 ,32 ,43 ,1 ,0 ,2 ,50 ,161 ,88 ,0 ,116 ,127 ,67 ,8 ,62 ,31 ,0 ,1 ,0 ,945 ,34 ,0 ,1 ,1 ,0 ,78 ,5 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
514 ,Sheyi Ojo ,Midfielder,8 ,,,9 ,1 ,,3 ,2 ,1 ,0 ,,26 ,32 ,31 ,13 ,2 ,6 ,,1 ,3 ,140 ,18 ,2 ,19 ,0 ,0 ,3 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,,,,,,,,
515 ,Shinji Okazaki ,Forward,36 ,,,37 ,,,12 ,15 ,6 ,3 ,,,,,,,,,,0 ,542 ,15 ,2 ,9 ,,,,1 ,0 ,31 ,8 ,5 ,1 ,3 ,1 ,2 ,0 ,0 ,0 ,46 ,12 ,0 ,7 ,,,,,,,,
516 ,Jores Okore ,Defender,12 ,3 ,18 ,37 ,1 ,0 ,0 ,28 ,83 ,30 ,1 ,47 ,66 ,36 ,3 ,18 ,16 ,0 ,0 ,0 ,330 ,28 ,0 ,0 ,0 ,0 ,37 ,1 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
517 ,Ola Aina ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
518 ,Olufela Olomola ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
519 ,Martin Olsson ,Defender,24 ,3 ,35 ,26 ,1 ,1 ,0 ,25 ,66 ,30 ,0 ,80 ,77 ,74 ,6 ,27 ,21 ,0 ,1 ,2 ,479 ,20 ,1 ,72 ,0 ,0 ,34 ,2 ,0 ,18 ,0 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
520 ,Andre Olukanmi ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
521 ,Kenneth Omeruo ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
522 ,Josh Onomah ,Midfielder,8 ,,,4 ,1 ,,0 ,1 ,0 ,0 ,,3 ,5 ,4 ,1 ,0 ,1 ,,0 ,0 ,44 ,6 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,,,,,,,,
523 ,Divock Origi ,Forward,16 ,,,5 ,,,7 ,0 ,1 ,0 ,,,,,,,,,,1 ,164 ,10 ,0 ,14 ,,,,0 ,0 ,11 ,10 ,5 ,2 ,3 ,0 ,1 ,0 ,0 ,0 ,24 ,12 ,1 ,3 ,,,,,,,,
524 ,Oscar ,Midfielder,27 ,,,62 ,1 ,,20 ,13 ,21 ,5 ,,102 ,134 ,138 ,25 ,12 ,22 ,,0 ,3 ,1040 ,39 ,3 ,38 ,0 ,6 ,63 ,4 ,0 ,18 ,2 ,3 ,0 ,3 ,0 ,0 ,0 ,1 ,1 ,52 ,16 ,0 ,4 ,,,,,,,,
525 ,Leon Osman ,Midfielder,9 ,,,3 ,0 ,,0 ,1 ,1 ,1 ,,13 ,9 ,20 ,0 ,1 ,7 ,,0 ,0 ,142 ,16 ,0 ,4 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,,,,,,,,
526 ,David Ospina ,Goalkeeper,4 ,2 ,5 ,,,,,,,,,,,,,,,0 ,0 ,0 ,110 ,28 ,,,,,35 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,17 ,0 ,1 ,3 ,2 ,3 ,16 ,29 
527 ,Nicolás Otamendi ,Defender,30 ,11 ,35 ,90 ,1 ,1 ,8 ,104 ,209 ,118 ,2 ,190 ,219 ,129 ,11 ,90 ,49 ,0 ,0 ,0 ,1569 ,52 ,0 ,1 ,0 ,0 ,97 ,9 ,0 ,31 ,0 ,1 ,1 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
528 ,Obbi Oularé ,Forward,2 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,3 ,2 ,0 ,0 ,,,,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
529 ,Bryan Oviedo ,Defender,14 ,3 ,18 ,41 ,1 ,0 ,1 ,20 ,34 ,11 ,0 ,53 ,64 ,61 ,8 ,3 ,14 ,0 ,0 ,1 ,432 ,31 ,2 ,42 ,0 ,1 ,24 ,0 ,0 ,17 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
530 ,Reece Oxford ,Midfielder,7 ,,,8 ,1 ,,1 ,6 ,8 ,2 ,,7 ,12 ,7 ,0 ,3 ,2 ,,0 ,0 ,52 ,7 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,
531 ,Alex Oxlade-Chamberlain ,Midfielder,22 ,,,23 ,1 ,,10 ,12 ,9 ,2 ,,58 ,81 ,71 ,36 ,9 ,10 ,,1 ,0 ,439 ,20 ,3 ,43 ,0 ,5 ,26 ,0 ,0 ,11 ,2 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,23 ,5 ,0 ,1 ,,,,,,,,
532 ,Mesut Özil ,Midfielder,35 ,,,35 ,1 ,,17 ,22 ,10 ,4 ,,147 ,127 ,171 ,46 ,4 ,15 ,,0 ,19 ,2276 ,65 ,28 ,228 ,0 ,42 ,53 ,4 ,0 ,20 ,15 ,6 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,47 ,20 ,0 ,8 ,,,,,,,,
533 ,Paddy McCarthy ,Defender,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
534 ,Lewis Page ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
535 ,Kasey Palmer ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
536 ,Alberto Paloschi ,Forward,10 ,,,7 ,,,5 ,7 ,4 ,3 ,,,,,,,,,,0 ,199 ,20 ,1 ,5 ,,,,2 ,0 ,17 ,6 ,2 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,15 ,7 ,0 ,3 ,,,,,,,,
537 ,Harry Panayiotou ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
538 ,Costel Pantilimon ,Goalkeeper,17 ,3 ,33 ,,,,,,,,,,,,,,,0 ,2 ,0 ,497 ,29 ,,,,,148 ,3 ,0 ,2 ,,0 ,,,,,,,,,,,,71 ,0 ,6 ,23 ,7 ,22 ,60 ,152 
539 ,Juan Carlos Paredes ,Defender,17 ,1 ,12 ,15 ,1 ,0 ,0 ,16 ,13 ,4 ,0 ,51 ,35 ,43 ,9 ,2 ,3 ,0 ,0 ,0 ,264 ,16 ,0 ,29 ,0 ,0 ,18 ,1 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
540 ,Djair Parfitt-Williams ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
541 ,Mario Pasalic ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
542 ,Josh Pask ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
543 ,Dimitri Payet ,Midfielder,30 ,,,24 ,1 ,,18 ,23 ,2 ,2 ,,150 ,132 ,148 ,67 ,2 ,10 ,,1 ,12 ,1269 ,42 ,16 ,290 ,0 ,19 ,76 ,3 ,0 ,13 ,3 ,9 ,0 ,9 ,0 ,2 ,0 ,0 ,2 ,69 ,28 ,0 ,1 ,,,,,,,,
544 ,Pedro ,Forward,29 ,,,37 ,,,20 ,23 ,5 ,2 ,,,,,,,,,,2 ,971 ,33 ,5 ,83 ,,,,3 ,0 ,23 ,5 ,7 ,0 ,2 ,5 ,1 ,0 ,0 ,0 ,57 ,16 ,0 ,4 ,,,,,,,,
545 ,Graziano Pellè ,Forward,30 ,,,13 ,,,16 ,10 ,30 ,18 ,,,,,,,,,,6 ,872 ,29 ,6 ,19 ,,,,6 ,0 ,40 ,16 ,11 ,5 ,5 ,1 ,2 ,0 ,0 ,0 ,81 ,25 ,0 ,4 ,,,,,,,,
546 ,Adalberto Peñaranda ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
547 ,Matthew Pennington ,Defender,4 ,0 ,7 ,1 ,1 ,1 ,0 ,7 ,17 ,7 ,1 ,26 ,11 ,6 ,3 ,7 ,2 ,0 ,0 ,0 ,169 ,42 ,0 ,1 ,0 ,0 ,9 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
548 ,Ayoze Pérez ,Forward,34 ,,,56 ,,,13 ,28 ,13 ,6 ,,,,,,,,,,2 ,588 ,17 ,4 ,73 ,,,,4 ,0 ,35 ,5 ,6 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,50 ,16 ,0 ,3 ,,,,,,,,
549 ,Stipe Perica ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
550 ,Philippe Coutinho ,Midfielder,26 ,,,35 ,1 ,,43 ,17 ,7 ,1 ,,127 ,116 ,155 ,49 ,5 ,23 ,,0 ,5 ,1092 ,42 ,9 ,57 ,0 ,15 ,58 ,2 ,1 ,10 ,5 ,8 ,0 ,7 ,1 ,3 ,0 ,0 ,0 ,111 ,30 ,0 ,3 ,,,,,,,,
551 ,Jordan Pickford ,Goalkeeper,2 ,0 ,6 ,,,,,,,,,,,,,,,0 ,0 ,0 ,70 ,35 ,,,,,21 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,11 ,0 ,1 ,8 ,1 ,2 ,7 ,22 
552 ,Steven Pienaar ,Midfielder,4 ,,,0 ,0 ,,1 ,4 ,3 ,1 ,,7 ,8 ,10 ,3 ,2 ,2 ,,0 ,0 ,77 ,19 ,0 ,3 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,,,,,,,,
553 ,Erik Pieters ,Defender,35 ,10 ,45 ,116 ,1 ,0 ,2 ,95 ,93 ,36 ,0 ,200 ,219 ,159 ,8 ,47 ,44 ,0 ,1 ,1 ,1504 ,43 ,3 ,103 ,0 ,1 ,60 ,10 ,0 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
554 ,Alex Pike ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
555 ,Sébastien Pocognoli ,Defender,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,3 ,2 ,0 ,3 ,2 ,2 ,0 ,2 ,1 ,0 ,0 ,1 ,19 ,19 ,0 ,3 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
556 ,Regan Poole ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
557 ,Nick Powell ,Midfielder,1 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,1 ,3 ,0 ,1 ,3 ,,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
558 ,Diego Poyet ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
559 ,Alex Pritchard ,Midfielder,3 ,,,4 ,1 ,,0 ,0 ,0 ,0 ,,9 ,7 ,7 ,2 ,0 ,0 ,,0 ,0 ,25 ,8 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,,,,,,,,
560 ,Sebastian Prödl ,Defender,21 ,5 ,28 ,23 ,1 ,0 ,1 ,64 ,93 ,26 ,1 ,56 ,57 ,59 ,0 ,29 ,24 ,0 ,0 ,0 ,509 ,24 ,0 ,1 ,1 ,0 ,58 ,5 ,0 ,23 ,0 ,2 ,1 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
561 ,Daniel Pudil ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
