,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
322 ,Kelechi Iheanacho ,Forward,26 ,,,14 ,,,7 ,3 ,6 ,2 ,,,,,,,,,,1 ,346 ,13 ,2 ,10 ,,,,1 ,0 ,17 ,3 ,8 ,1 ,1 ,5 ,0 ,0 ,0 ,0 ,28 ,12 ,0 ,1 ,,,,,,,,
323 ,Giannelli Imbula ,Midfielder,14 ,,,14 ,1 ,,4 ,7 ,5 ,3 ,,109 ,107 ,79 ,61 ,12 ,12 ,,0 ,0 ,772 ,55 ,0 ,5 ,0 ,4 ,19 ,4 ,0 ,17 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,21 ,5 ,0 ,0 ,,,,,,,,
324 ,Danny Ings ,Forward,6 ,,,1 ,,,3 ,1 ,2 ,1 ,,,,,,,,,,0 ,80 ,13 ,0 ,3 ,,,,1 ,0 ,7 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,10 ,5 ,1 ,1 ,,,,,,,,
325 ,Gökhan Inler ,Midfielder,5 ,,,10 ,1 ,,0 ,10 ,0 ,0 ,,27 ,20 ,19 ,1 ,5 ,8 ,,0 ,0 ,124 ,25 ,0 ,1 ,0 ,0 ,11 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,,,,,,,,
326 ,Stephen Ireland ,Midfielder,13 ,,,10 ,1 ,,0 ,3 ,1 ,1 ,,21 ,14 ,18 ,2 ,2 ,6 ,,0 ,1 ,160 ,12 ,3 ,9 ,0 ,4 ,9 ,2 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,,,,,,,,
327 ,Lloyd Isgrove ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
328 ,Juan Iturbe ,Forward,2 ,,,0 ,,,0 ,2 ,0 ,0 ,,,,,,,,,,0 ,23 ,12 ,0 ,2 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,,,,,,,,
329 ,Branislav Ivanovic ,Defender,33 ,8 ,44 ,66 ,1 ,0 ,11 ,60 ,87 ,47 ,0 ,169 ,178 ,115 ,10 ,81 ,41 ,0 ,2 ,2 ,1301 ,39 ,2 ,74 ,0 ,0 ,71 ,5 ,0 ,32 ,1 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
330 ,Ivo Pinto ,Defender,10 ,0 ,19 ,17 ,1 ,0 ,0 ,21 ,28 ,10 ,0 ,51 ,36 ,48 ,8 ,5 ,14 ,0 ,0 ,0 ,306 ,31 ,0 ,31 ,0 ,0 ,18 ,0 ,0 ,9 ,3 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
331 ,Alex Iwobi ,Forward,13 ,,,8 ,,,2 ,3 ,1 ,1 ,,,,,,,,,,2 ,368 ,28 ,3 ,8 ,,,,0 ,0 ,3 ,0 ,2 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,15 ,7 ,0 ,0 ,,,,,,,,
332 ,Phil Jagielka ,Defender,21 ,7 ,25 ,39 ,1 ,0 ,0 ,50 ,170 ,83 ,0 ,115 ,111 ,66 ,3 ,58 ,38 ,0 ,3 ,0 ,1036 ,49 ,0 ,3 ,0 ,0 ,148 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
333 ,Matty James ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
334 ,Daryl Janmaat ,Defender,32 ,3 ,60 ,80 ,1 ,0 ,8 ,56 ,83 ,29 ,0 ,157 ,153 ,134 ,38 ,27 ,28 ,0 ,0 ,4 ,1252 ,39 ,5 ,144 ,0 ,3 ,79 ,5 ,1 ,29 ,5 ,2 ,0 ,2 ,0 ,0 ,,,,,,,,,,,,,,,
335 ,Adnan Januzaj ,Midfielder,5 ,,,1 ,1 ,,2 ,0 ,1 ,0 ,,11 ,7 ,16 ,3 ,0 ,3 ,,0 ,0 ,42 ,8 ,0 ,2 ,0 ,2 ,6 ,1 ,0 ,5 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,1 ,0 ,0 ,,,,,,,,
336 ,Matthew Jarvis ,Midfielder,22 ,,,13 ,1 ,,3 ,6 ,4 ,3 ,,36 ,31 ,51 ,6 ,6 ,19 ,,0 ,1 ,268 ,12 ,2 ,86 ,0 ,0 ,9 ,0 ,0 ,4 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,10 ,4 ,0 ,1 ,,,,,,,,
337 ,Mile Jedinak ,Midfielder,27 ,,,50 ,1 ,,5 ,55 ,58 ,34 ,,115 ,169 ,112 ,5 ,102 ,41 ,,1 ,0 ,830 ,31 ,2 ,6 ,0 ,0 ,51 ,6 ,0 ,36 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,13 ,1 ,0 ,0 ,,,,,,,,
338 ,Nikica Jelavic ,Forward,13 ,,,3 ,,,1 ,3 ,4 ,3 ,,,,,,,,,,2 ,74 ,6 ,1 ,4 ,,,,1 ,0 ,7 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,11 ,1 ,0 ,1 ,,,,,,,,
339 ,Carl Jenkinson ,Defender,20 ,0 ,23 ,24 ,1 ,1 ,2 ,20 ,54 ,30 ,0 ,68 ,48 ,55 ,7 ,13 ,15 ,1 ,1 ,0 ,505 ,25 ,2 ,34 ,0 ,0 ,31 ,3 ,1 ,13 ,0 ,2 ,0 ,1 ,1 ,0 ,,,,,,,,,,,,,,,
340 ,Cameron Jerome ,Forward,34 ,,,11 ,,,7 ,6 ,11 ,5 ,,,,,,,,,,2 ,405 ,12 ,0 ,18 ,,,,2 ,0 ,36 ,22 ,3 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,46 ,11 ,0 ,12 ,,,,,,,,
341 ,Jiang Guangtai ,Defender,5 ,1 ,5 ,9 ,1 ,0 ,1 ,6 ,12 ,5 ,0 ,12 ,14 ,10 ,0 ,4 ,2 ,0 ,0 ,0 ,92 ,18 ,0 ,5 ,0 ,0 ,4 ,1 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
342 ,João Teixeira ,Midfielder,1 ,,,1 ,1 ,,0 ,0 ,0 ,0 ,,1 ,1 ,1 ,0 ,0 ,0 ,,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
343 ,Joel Pereira ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
344 ,John Obi Mikel ,Midfielder,25 ,,,52 ,1 ,,1 ,32 ,34 ,14 ,,157 ,100 ,109 ,20 ,18 ,29 ,,0 ,1 ,1243 ,50 ,0 ,3 ,0 ,0 ,47 ,6 ,0 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,,,,,,,,
345 ,Bradley Johnson ,Midfielder,4 ,,,5 ,1 ,,5 ,0 ,3 ,3 ,,6 ,14 ,15 ,0 ,5 ,2 ,,0 ,0 ,67 ,17 ,0 ,3 ,1 ,0 ,3 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,2 ,0 ,1 ,,,,,,,,
346 ,Sam Johnstone ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
347 ,Jon Toral ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
348 ,Jonathan Williams ,Midfielder,1 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,2 ,0 ,1 ,0 ,0 ,1 ,,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
349 ,Gethin Jones ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
350 ,Corey Jordan ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
351 ,Jordan Brown ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
352 ,Jordi Amat ,Defender,8 ,0 ,5 ,7 ,1 ,0 ,0 ,16 ,28 ,13 ,0 ,22 ,20 ,13 ,2 ,7 ,8 ,0 ,0 ,0 ,193 ,24 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
353 ,Jordi Gómez ,Midfielder,6 ,,,9 ,1 ,,1 ,6 ,7 ,1 ,,18 ,18 ,14 ,1 ,3 ,4 ,,0 ,0 ,156 ,26 ,0 ,8 ,0 ,0 ,8 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,,,,,,,,
354 ,José Crespo ,Defender,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,6 ,1 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,27 ,27 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
355 ,José Enrique ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
356 ,José Fonte ,Defender,37 ,11 ,37 ,53 ,1 ,0 ,2 ,81 ,224 ,82 ,0 ,163 ,154 ,85 ,2 ,91 ,42 ,0 ,0 ,1 ,1622 ,44 ,1 ,9 ,0 ,0 ,136 ,4 ,1 ,21 ,1 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
357 ,Joselu ,Forward,22 ,,,14 ,,,4 ,6 ,11 ,3 ,,,,,,,,,,1 ,379 ,17 ,1 ,14 ,,,,0 ,0 ,19 ,8 ,4 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,29 ,16 ,1 ,6 ,,,,,,,,
358 ,Josh Robson ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
359 ,Juanfran ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
360 ,Juanmi ,Forward,12 ,,,1 ,,,2 ,0 ,0 ,0 ,,,,,,,,,,0 ,48 ,4 ,0 ,2 ,,,,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,1 ,0 ,0 ,,,,,,,,
361 ,José Manuel Jurado ,Midfielder,27 ,,,37 ,1 ,,8 ,22 ,7 ,2 ,,152 ,129 ,117 ,52 ,3 ,17 ,,0 ,0 ,956 ,35 ,5 ,69 ,0 ,3 ,32 ,3 ,0 ,12 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,35 ,10 ,0 ,0 ,,,,,,,,
362 ,Younes Kaboul ,Defender,23 ,7 ,31 ,43 ,1 ,0 ,3 ,52 ,196 ,94 ,0 ,117 ,142 ,91 ,15 ,78 ,55 ,0 ,1 ,1 ,654 ,28 ,1 ,13 ,0 ,2 ,51 ,3 ,1 ,15 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
363 ,Sullay Kaikai ,Midfielder,1 ,,,2 ,1 ,,2 ,0 ,0 ,0 ,,2 ,2 ,2 ,0 ,0 ,0 ,,0 ,0 ,13 ,13 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,,,,,,,,
364 ,Tomas Kalas ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
365 ,Glen Kamara ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
366 ,Harry Kane ,Forward,38 ,,,29 ,,,34 ,21 ,31 ,17 ,,,,,,,,,,1 ,962 ,25 ,4 ,44 ,,,,5 ,0 ,42 ,30 ,25 ,1 ,19 ,5 ,7 ,1 ,5 ,0 ,158 ,75 ,0 ,18 ,,,,,,,,
367 ,N'Golo Kanté ,Midfielder,37 ,,,175 ,1 ,,3 ,156 ,57 ,27 ,,326 ,277 ,217 ,47 ,38 ,57 ,,0 ,4 ,1449 ,39 ,4 ,17 ,0 ,7 ,63 ,3 ,0 ,43 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,5 ,0 ,0 ,,,,,,,,
368 ,Jake Kean ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
369 ,Will Keane ,Forward,1 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
370 ,Martin Kelly ,Defender,13 ,3 ,15 ,32 ,1 ,0 ,1 ,18 ,38 ,11 ,0 ,48 ,45 ,41 ,1 ,10 ,9 ,0 ,0 ,0 ,379 ,29 ,0 ,17 ,0 ,0 ,16 ,3 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
371 ,Kenedy ,Forward,14 ,,,14 ,,,3 ,13 ,6 ,1 ,,,,,,,,,,0 ,290 ,21 ,1 ,12 ,,,,0 ,0 ,6 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,13 ,3 ,0 ,0 ,,,,,,,,
372 ,Jonjoe Kenny ,Defender,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,4 ,1 ,0 ,2 ,1 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,22 ,22 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
373 ,Ryan Kent ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
374 ,Yann Kermorgant ,Forward,7 ,,,0 ,,,0 ,2 ,1 ,1 ,,,,,,,,,,0 ,59 ,8 ,0 ,1 ,,,,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,
375 ,Wahbi Khazri ,Midfielder,14 ,,,27 ,1 ,,12 ,14 ,8 ,0 ,,65 ,64 ,110 ,21 ,5 ,14 ,,0 ,1 ,327 ,23 ,3 ,88 ,0 ,1 ,18 ,3 ,0 ,18 ,4 ,2 ,0 ,2 ,0 ,2 ,0 ,0 ,1 ,24 ,5 ,0 ,1 ,,,,,,,,
376 ,Ki Sung-Yueng ,Midfielder,28 ,,,32 ,1 ,,7 ,28 ,18 ,7 ,,151 ,84 ,84 ,11 ,17 ,17 ,,0 ,1 ,1170 ,42 ,1 ,11 ,0 ,5 ,99 ,4 ,0 ,19 ,1 ,2 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,24 ,7 ,0 ,1 ,,,,,,,,
377 ,Joshua King ,Forward,31 ,,,29 ,,,15 ,9 ,12 ,9 ,,,,,,,,,,2 ,444 ,14 ,6 ,24 ,,,,1 ,0 ,37 ,16 ,6 ,0 ,6 ,0 ,1 ,0 ,0 ,0 ,54 ,20 ,0 ,2 ,,,,,,,,
378 ,Stephen Kingsley ,Defender,4 ,0 ,3 ,5 ,0 ,0 ,0 ,1 ,20 ,11 ,0 ,11 ,17 ,11 ,6 ,3 ,4 ,1 ,0 ,1 ,110 ,28 ,1 ,17 ,0 ,0 ,6 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
379 ,Jan Kirchhoff ,Midfielder,15 ,,,51 ,1 ,,4 ,35 ,49 ,21 ,,107 ,112 ,104 ,11 ,35 ,42 ,,0 ,0 ,553 ,37 ,0 ,5 ,0 ,0 ,38 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,2 ,0 ,0 ,,,,,,,,
380 ,Timm Klose ,Defender,10 ,2 ,13 ,14 ,1 ,0 ,0 ,24 ,102 ,67 ,0 ,41 ,61 ,28 ,2 ,40 ,16 ,1 ,0 ,0 ,257 ,26 ,0 ,0 ,0 ,0 ,29 ,3 ,0 ,6 ,0 ,1 ,1 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
381 ,Kyle Knoyle ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
382 ,Aleksandar Kolarov ,Defender,29 ,10 ,29 ,34 ,1 ,0 ,13 ,46 ,71 ,43 ,0 ,153 ,132 ,103 ,24 ,47 ,25 ,0 ,0 ,3 ,1361 ,47 ,2 ,149 ,0 ,1 ,63 ,3 ,0 ,20 ,3 ,3 ,0 ,0 ,3 ,3 ,,,,,,,,,,,,,,,
383 ,Kolo Touré ,Defender,14 ,2 ,14 ,22 ,1 ,1 ,2 ,25 ,45 ,9 ,0 ,58 ,40 ,23 ,7 ,9 ,14 ,0 ,0 ,0 ,465 ,33 ,0 ,1 ,0 ,0 ,22 ,1 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
384 ,Vincent Kompany ,Defender,14 ,9 ,7 ,20 ,1 ,0 ,3 ,23 ,78 ,41 ,0 ,90 ,65 ,30 ,7 ,35 ,6 ,0 ,0 ,0 ,678 ,48 ,0 ,0 ,0 ,0 ,55 ,5 ,0 ,15 ,0 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
385 ,Paul Konchesky ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
386 ,Arouna Koné ,Forward,25 ,,,25 ,,,9 ,9 ,7 ,4 ,,,,,,,,,,4 ,580 ,23 ,5 ,9 ,,,,1 ,0 ,15 ,4 ,5 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,36 ,14 ,0 ,6 ,,,,,,,,
387 ,Laurent Koscielny ,Defender,33 ,15 ,31 ,47 ,1 ,0 ,2 ,126 ,186 ,89 ,0 ,223 ,186 ,113 ,10 ,104 ,57 ,0 ,0 ,0 ,1691 ,51 ,1 ,3 ,0 ,2 ,83 ,3 ,0 ,31 ,1 ,4 ,1 ,3 ,0 ,0 ,,,,,,,,,,,,,,,
388 ,Cheikhou Kouyaté ,Midfielder,34 ,,,95 ,1 ,,10 ,77 ,57 ,29 ,,227 ,248 ,186 ,29 ,88 ,55 ,,0 ,2 ,1234 ,36 ,1 ,19 ,0 ,1 ,41 ,5 ,1 ,36 ,2 ,5 ,2 ,3 ,0 ,4 ,0 ,0 ,0 ,45 ,18 ,0 ,3 ,,,,,,,,
389 ,Libor Kozák ,Forward,4 ,,,3 ,,,2 ,0 ,5 ,5 ,,,,,,,,,,0 ,76 ,19 ,0 ,1 ,,,,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,0 ,1 ,,,,,,,,
390 ,Andrej Kramaric ,Forward,2 ,,,1 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,11 ,6 ,0 ,1 ,,,,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,,,,,,,,
391 ,Tim Krul ,Goalkeeper,8 ,1 ,17 ,,,,,,,,,,,,,,,0 ,0 ,0 ,259 ,32 ,,,,,80 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,33 ,0 ,4 ,7 ,5 ,4 ,27 ,72 
392 ,Kyle Lafferty ,Forward,1 ,,,0 ,,,0 ,0 ,1 ,0 ,,,,,,,,,,0 ,4 ,4 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
393 ,Adam Lallana ,Midfielder,30 ,,,59 ,1 ,,15 ,20 ,35 ,12 ,,150 ,153 ,178 ,42 ,23 ,36 ,,0 ,6 ,989 ,33 ,8 ,63 ,0 ,9 ,23 ,2 ,0 ,27 ,14 ,4 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,44 ,15 ,0 ,3 ,,,,,,,,
394 ,Rickie Lambert ,Forward,19 ,,,0 ,,,3 ,0 ,6 ,5 ,,,,,,,,,,1 ,272 ,14 ,1 ,4 ,,,,2 ,0 ,6 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,14 ,4 ,0 ,0 ,,,,,,,,
395 ,Erik Lamela ,Midfielder,34 ,,,81 ,1 ,,21 ,27 ,5 ,2 ,,164 ,167 ,241 ,40 ,12 ,27 ,,0 ,9 ,985 ,29 ,11 ,139 ,0 ,12 ,19 ,9 ,0 ,66 ,14 ,5 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,59 ,21 ,0 ,5 ,,,,,,,,
396 ,Manuel Lanzini ,Midfielder,26 ,,,33 ,1 ,,16 ,24 ,5 ,1 ,,161 ,124 ,101 ,57 ,4 ,11 ,,0 ,2 ,1093 ,42 ,3 ,44 ,0 ,2 ,26 ,3 ,0 ,9 ,6 ,6 ,0 ,4 ,2 ,1 ,0 ,0 ,0 ,48 ,11 ,0 ,4 ,,,,,,,,
397 ,Sebastian Larsson ,Midfielder,18 ,,,12 ,1 ,,4 ,10 ,11 ,1 ,,40 ,28 ,36 ,4 ,6 ,7 ,,0 ,1 ,236 ,13 ,1 ,25 ,0 ,1 ,10 ,2 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,0 ,0 ,,,,,,,,
398 ,Jamaal Lascelles ,Defender,18 ,3 ,22 ,12 ,1 ,1 ,0 ,28 ,77 ,47 ,0 ,55 ,60 ,29 ,3 ,42 ,13 ,0 ,1 ,0 ,486 ,27 ,0 ,1 ,0 ,0 ,26 ,1 ,1 ,11 ,0 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
399 ,Tom Lawrence ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
400 ,Miguel Layún ,Defender,3 ,0 ,0 ,2 ,1 ,0 ,1 ,2 ,2 ,0 ,0 ,5 ,4 ,11 ,1 ,0 ,1 ,0 ,0 ,0 ,52 ,17 ,0 ,7 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
401 ,Leandro Rodríguez ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
