,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
158 ,Cameron Carter-Vickers ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
159 ,Lewis Cass ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
160 ,Craig Cathcart ,Defender,29 ,8 ,37 ,41 ,1 ,0 ,1 ,25 ,133 ,62 ,1 ,128 ,114 ,83 ,4 ,67 ,53 ,0 ,0 ,0 ,914 ,32 ,0 ,1 ,1 ,1 ,66 ,7 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
161 ,Dani Ceballos ,Midfielder,24 ,,,45 ,1 ,,5 ,32 ,11 ,6 ,,153 ,116 ,125 ,27 ,9 ,25 ,,0 ,2 ,1251 ,52 ,1 ,70 ,0 ,6 ,76 ,1 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,3 ,0 ,0 ,,,,,,,,
162 ,Petr Cech ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
163 ,Cédric Soares ,Defender,21 ,3 ,20 ,53 ,1 ,0 ,3 ,22 ,45 ,18 ,0 ,69 ,83 ,73 ,6 ,20 ,29 ,0 ,0 ,1 ,593 ,28 ,0 ,72 ,0 ,1 ,29 ,1 ,0 ,16 ,0 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
164 ,Trevoh Chalobah ,Defender,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
165 ,Calum Chambers ,Defender,14 ,3 ,15 ,26 ,0 ,0 ,4 ,16 ,41 ,25 ,0 ,69 ,77 ,69 ,11 ,37 ,31 ,0 ,0 ,1 ,796 ,57 ,4 ,34 ,0 ,0 ,35 ,5 ,0 ,18 ,0 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
166 ,James Chester ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
167 ,Chicharito ,Forward,2 ,,,0 ,,,0 ,1 ,0 ,0 ,,,,,,,,,,0 ,20 ,10 ,0 ,0 ,,,,0 ,0 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,3 ,2 ,1 ,1 ,,,,,,,,
168 ,Ben Chilwell ,Defender,27 ,9 ,26 ,43 ,1 ,0 ,3 ,28 ,54 ,26 ,0 ,161 ,147 ,148 ,19 ,56 ,38 ,0 ,0 ,3 ,1654 ,61 ,5 ,103 ,0 ,3 ,54 ,3 ,0 ,29 ,1 ,3 ,0 ,1 ,2 ,1 ,,,,,,,,,,,,,,,
169 ,Pedro Chirivella ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
170 ,Tahith Chong ,Midfielder,3 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,14 ,5 ,0 ,0 ,,,,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,
171 ,Hamza Choudhury ,Midfielder,20 ,,,17 ,0 ,,3 ,24 ,12 ,5 ,,51 ,39 ,54 ,3 ,12 ,10 ,,0 ,1 ,496 ,25 ,0 ,4 ,0 ,0 ,19 ,2 ,1 ,12 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,2 ,0 ,0 ,,,,,,,,
172 ,Andreas Christensen ,Defender,21 ,3 ,33 ,38 ,1 ,0 ,1 ,29 ,56 ,33 ,0 ,107 ,120 ,73 ,4 ,69 ,51 ,0 ,0 ,0 ,1307 ,62 ,2 ,0 ,0 ,2 ,52 ,5 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
173 ,Isaac Christie-Davies ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
174 ,Dennis Cirkin ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
175 ,Mitchell Clark ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
176 ,Matthew Clarke ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
177 ,Jake Clarke-Salter ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
178 ,Leighton Clarkson ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
179 ,Jordy Clasie ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
180 ,Thomas Clayton ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
181 ,Tom Cleverley ,Midfielder,18 ,,,28 ,1 ,,7 ,10 ,15 ,4 ,,51 ,54 ,61 ,7 ,9 ,12 ,,0 ,0 ,430 ,24 ,0 ,29 ,0 ,0 ,16 ,2 ,0 ,16 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,17 ,5 ,0 ,2 ,,,,,,,,
182 ,Nathaniel Clyne ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
183 ,Conor Coady ,Defender,38 ,13 ,40 ,36 ,1 ,3 ,0 ,28 ,117 ,65 ,0 ,244 ,80 ,56 ,4 ,33 ,24 ,0 ,2 ,0 ,1849 ,49 ,1 ,0 ,0 ,4 ,286 ,5 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
184 ,Alex Cochrane ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
185 ,Jack Colback ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
186 ,Séamus Coleman ,Defender,27 ,5 ,28 ,42 ,1 ,0 ,2 ,24 ,36 ,20 ,0 ,118 ,128 ,78 ,38 ,29 ,20 ,0 ,1 ,1 ,824 ,31 ,2 ,43 ,0 ,0 ,33 ,3 ,1 ,19 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
187 ,Will Collar ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
188 ,Aaron Connolly ,Forward,24 ,,,7 ,,,13 ,0 ,3 ,2 ,,,,,,,,,,1 ,146 ,6 ,1 ,9 ,,,,0 ,0 ,16 ,14 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,38 ,14 ,0 ,5 ,,,,,,,,
189 ,Theo Corbeanu ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
190 ,Jack Cork ,Midfielder,30 ,,,35 ,1 ,,8 ,28 ,45 ,24 ,,171 ,140 ,195 ,26 ,56 ,69 ,,0 ,0 ,923 ,31 ,2 ,6 ,0 ,2 ,48 ,1 ,0 ,33 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,6 ,0 ,1 ,,,,,,,,
191 ,Paul Coutts ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
192 ,Conor Coventry ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
193 ,Martin Cranie ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
194 ,Aaron Cresswell ,Defender,31 ,5 ,51 ,43 ,1 ,0 ,3 ,35 ,59 ,30 ,1 ,172 ,116 ,111 ,11 ,45 ,40 ,0 ,0 ,0 ,1251 ,40 ,4 ,127 ,0 ,0 ,67 ,7 ,0 ,16 ,2 ,3 ,0 ,1 ,2 ,0 ,,,,,,,,,,,,,,,
195 ,Kane Crichlow ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
196 ,Andrew Crofts ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
197 ,Peter Crouch ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
198 ,Cuco Martina ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
199 ,Josh Cullen ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
200 ,Jamie Cumming ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
201 ,Luke Cundle ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
202 ,Patrick Cutrone ,Forward,12 ,,,4 ,,,3 ,2 ,1 ,1 ,,,,,,,,,,0 ,59 ,5 ,1 ,6 ,,,,0 ,0 ,5 ,4 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,11 ,4 ,0 ,2 ,,,,,,,,
203 ,Renat Dadashov ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
204 ,Pontus Dahlberg ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
205 ,Sam Dalby ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
206 ,Vontae Daley-Campbell ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
207 ,James Daly ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
208 ,Daniel Podence ,Midfielder,9 ,,,3 ,1 ,,4 ,2 ,1 ,0 ,,12 ,19 ,21 ,7 ,0 ,6 ,,0 ,0 ,95 ,11 ,2 ,5 ,0 ,1 ,3 ,0 ,0 ,5 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,3 ,0 ,0 ,,,,,,,,
209 ,Charlie Daniels ,Defender,2 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,4 ,4 ,0 ,11 ,3 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,37 ,19 ,0 ,5 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
210 ,Danilo ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
211 ,Arnaut Danjuma Groeneveld ,Forward,14 ,,,4 ,,,2 ,8 ,3 ,1 ,,,,,,,,,,0 ,221 ,16 ,0 ,9 ,,,,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,13 ,4 ,0 ,2 ,,,,,,,,
212 ,Scott Dann ,Defender,16 ,5 ,14 ,8 ,1 ,0 ,2 ,14 ,64 ,29 ,0 ,73 ,52 ,44 ,5 ,39 ,32 ,0 ,0 ,1 ,582 ,36 ,0 ,2 ,1 ,0 ,37 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
213 ,Kevin Danso ,Defender,6 ,1 ,8 ,6 ,1 ,0 ,0 ,2 ,7 ,3 ,0 ,13 ,18 ,24 ,3 ,7 ,12 ,0 ,0 ,1 ,131 ,22 ,0 ,4 ,0 ,0 ,4 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
214 ,Karl Darlow ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
215 ,Matteo Darmian ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
216 ,David Luiz ,Defender,33 ,8 ,38 ,28 ,1 ,0 ,4 ,32 ,126 ,76 ,0 ,128 ,98 ,90 ,5 ,52 ,42 ,0 ,2 ,1 ,1799 ,55 ,2 ,5 ,1 ,12 ,161 ,5 ,2 ,30 ,1 ,2 ,1 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
217 ,Archie Davies ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
218 ,Keinan Davis ,Forward,18 ,,,1 ,,,2 ,0 ,3 ,2 ,,,,,,,,,,0 ,136 ,8 ,0 ,2 ,,,,0 ,0 ,12 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,17 ,5 ,0 ,3 ,,,,,,,,
219 ,Craig Dawson ,Defender,29 ,4 ,49 ,29 ,1 ,1 ,8 ,34 ,111 ,69 ,1 ,123 ,144 ,90 ,3 ,102 ,46 ,0 ,0 ,0 ,937 ,32 ,0 ,4 ,0 ,1 ,86 ,6 ,0 ,31 ,0 ,2 ,1 ,1 ,0 ,1 ,,,,,,,,,,,,,,,
220 ,Jonathan De Bie ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
221 ,Kevin De Bruyne ,Midfielder,35 ,,,45 ,1 ,,29 ,18 ,23 ,14 ,,136 ,138 ,153 ,48 ,17 ,17 ,,0 ,20 ,1907 ,54 ,33 ,304 ,0 ,32 ,121 ,3 ,0 ,26 ,3 ,13 ,0 ,11 ,2 ,6 ,0 ,2 ,1 ,99 ,31 ,0 ,3 ,,,,,,,,
222 ,David de Gea ,Goalkeeper,38 ,13 ,36 ,,,,,,,,,,,,,,,0 ,3 ,0 ,786 ,21 ,,,,,96 ,2 ,0 ,0 ,,0 ,,,,,,,,,,,,96 ,0 ,9 ,9 ,11 ,3 ,153 ,268 
223 ,Troy Deeney ,Forward,27 ,,,19 ,,,13 ,11 ,26 ,17 ,,,,,,,,,,2 ,709 ,26 ,8 ,10 ,,,,3 ,0 ,37 ,12 ,10 ,1 ,7 ,2 ,0 ,0 ,5 ,0 ,45 ,23 ,1 ,9 ,,,,,,,,
224 ,Jermain Defoe ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
225 ,Steven Defour ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
226 ,Fabian Delph ,Midfielder,16 ,,,26 ,0 ,,3 ,15 ,16 ,9 ,,94 ,69 ,51 ,21 ,15 ,9 ,,1 ,0 ,781 ,49 ,0 ,8 ,1 ,1 ,58 ,3 ,1 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,,,,,,,,
227 ,Mousa Dembélé ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
228 ,Jason Denayer ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
229 ,Leander Dendoncker ,Midfielder,38 ,,,68 ,0 ,,5 ,38 ,61 ,42 ,,152 ,187 ,167 ,16 ,96 ,84 ,,1 ,0 ,1323 ,35 ,1 ,8 ,0 ,0 ,66 ,5 ,0 ,31 ,0 ,4 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,20 ,5 ,0 ,1 ,,,,,,,,
230 ,William Dennis ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
231 ,Gerard Deulofeu ,Forward,28 ,,,33 ,,,21 ,25 ,5 ,0 ,,,,,,,,,,5 ,721 ,26 ,5 ,96 ,,,,3 ,0 ,27 ,18 ,4 ,0 ,3 ,1 ,5 ,0 ,1 ,0 ,64 ,21 ,0 ,5 ,,,,,,,,
232 ,Kiernan Dewsbury-Hall ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
233 ,Fousseni Diabaté ,Forward,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
234 ,Mohamed Diamé ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
235 ,Grady Diangana ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
236 ,Brahim Díaz ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
