,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
78 ,Philip Billing ,Midfielder,16 ,,,25 ,1 ,,1 ,18 ,13 ,7 ,,73 ,60 ,49 ,4 ,25 ,12 ,,0 ,0 ,371 ,23 ,1 ,12 ,0 ,1 ,16 ,3 ,0 ,14 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,2 ,0 ,0 ,,,,,,,,
79 ,Mark Birighitti ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
80 ,Daley Blind ,Defender,7 ,3 ,0 ,6 ,1 ,0 ,1 ,7 ,12 ,8 ,0 ,23 ,19 ,19 ,1 ,8 ,6 ,0 ,0 ,0 ,224 ,32 ,1 ,26 ,0 ,0 ,11 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
81 ,Hiram Boateng ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
82 ,Jeremie Boga ,Midfielder,1 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,1 ,0 ,0 ,1 ,,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
83 ,Adam Bogdan ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
84 ,Bojan ,Forward,1 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,25 ,25 ,0 ,2 ,,,,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,
85 ,Yannick Bolasie ,Forward,16 ,,,8 ,,,3 ,4 ,7 ,3 ,,,,,,,,,,0 ,210 ,13 ,1 ,53 ,,,,0 ,0 ,12 ,4 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,19 ,7 ,0 ,2 ,,,,,,,,
86 ,Gaëtan Bong ,Defender,25 ,6 ,36 ,39 ,1 ,0 ,0 ,40 ,71 ,37 ,0 ,140 ,97 ,79 ,16 ,30 ,28 ,1 ,1 ,0 ,772 ,31 ,0 ,53 ,0 ,0 ,38 ,2 ,0 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
87 ,Wilfried Bony ,Forward,15 ,,,5 ,,,5 ,2 ,15 ,10 ,,,,,,,,,,0 ,208 ,14 ,0 ,0 ,,,,2 ,0 ,7 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,20 ,7 ,0 ,2 ,,,,,,,,
88 ,Regan Booty ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
89 ,Borja Bastón ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
90 ,Cameron Borthwick-Jackson ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
91 ,Artur Boruc ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
92 ,Sofiane Boufal ,Midfielder,26 ,,,37 ,1 ,,14 ,6 ,6 ,2 ,,81 ,132 ,137 ,61 ,6 ,13 ,,0 ,2 ,532 ,20 ,2 ,40 ,0 ,6 ,13 ,1 ,0 ,27 ,2 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,30 ,6 ,0 ,1 ,,,,,,,,
93 ,George Boyd ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
94 ,Brad Smith ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
95 ,Robbie Brady ,Midfielder,15 ,,,32 ,1 ,,11 ,7 ,25 ,11 ,,74 ,68 ,81 ,16 ,9 ,12 ,,0 ,2 ,454 ,30 ,3 ,123 ,0 ,4 ,31 ,3 ,0 ,20 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,24 ,6 ,0 ,0 ,,,,,,,,
96 ,Cohen Bramall ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
97 ,Brandon Cooper ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
98 ,Cameron Brannagan ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
99 ,Claudio Bravo ,Goalkeeper,3 ,1 ,1 ,,,,,,,,,,,,,,,0 ,0 ,0 ,55 ,18 ,,,,,10 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,4 ,0 ,0 ,2 ,2 ,2 ,16 ,10 
100 ,Rhian Brewster ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
101 ,Miguel Britos ,Defender,12 ,2 ,16 ,15 ,1 ,0 ,0 ,12 ,44 ,28 ,0 ,45 ,50 ,35 ,2 ,27 ,19 ,0 ,1 ,0 ,388 ,32 ,2 ,5 ,0 ,0 ,37 ,3 ,1 ,8 ,0 ,1 ,1 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
102 ,Leon Britton ,Midfielder,5 ,,,6 ,1 ,,0 ,1 ,1 ,1 ,,19 ,7 ,18 ,0 ,0 ,4 ,,0 ,0 ,137 ,27 ,0 ,1 ,0 ,0 ,2 ,1 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
103 ,Nathan Broadhead ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
104 ,Isaiah Brown ,Midfielder,13 ,,,3 ,1 ,,0 ,1 ,2 ,0 ,,17 ,25 ,43 ,6 ,13 ,24 ,,0 ,0 ,129 ,10 ,1 ,7 ,0 ,0 ,5 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,,,,,,,,
105 ,Marcus Browne ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
106 ,Bruno ,Defender,25 ,8 ,23 ,30 ,1 ,0 ,0 ,38 ,60 ,31 ,0 ,116 ,81 ,61 ,15 ,28 ,22 ,0 ,0 ,0 ,973 ,39 ,0 ,41 ,0 ,0 ,62 ,3 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
107 ,Chris Brunt ,Midfielder,26 ,,,41 ,1 ,,6 ,21 ,40 ,15 ,,148 ,77 ,65 ,15 ,16 ,15 ,,0 ,7 ,882 ,34 ,7 ,139 ,0 ,6 ,92 ,5 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,5 ,0 ,2 ,,,,,,,,
108 ,Marcin Bulka ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
109 ,Harry Bunn ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
110 ,Oliver Burke ,Midfielder,15 ,,,6 ,1 ,,2 ,7 ,2 ,1 ,,14 ,29 ,38 ,13 ,5 ,7 ,,0 ,2 ,140 ,9 ,1 ,9 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,,,,,,,,
111 ,Matt Butcher ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
112 ,Jack Butland ,Goalkeeper,35 ,6 ,61 ,,,,,,,,,,,,,,,1 ,1 ,0 ,1169 ,33 ,,,,,403 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,144 ,0 ,14 ,20 ,18 ,27 ,103 ,338 
113 ,George Byers ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
114 ,Sam Byram ,Defender,5 ,0 ,7 ,9 ,1 ,0 ,2 ,9 ,13 ,9 ,0 ,10 ,25 ,17 ,2 ,13 ,8 ,0 ,0 ,0 ,84 ,17 ,0 ,10 ,0 ,0 ,3 ,1 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
115 ,Willy Caballero ,Goalkeeper,3 ,1 ,4 ,,,,,,,,,,,,,,,0 ,0 ,0 ,88 ,29 ,,,,,17 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,7 ,0 ,2 ,1 ,0 ,1 ,12 ,15 
116 ,Yohan Cabaye ,Midfielder,31 ,,,70 ,1 ,,14 ,79 ,28 ,5 ,,183 ,109 ,163 ,10 ,6 ,14 ,,1 ,1 ,1293 ,42 ,5 ,136 ,0 ,6 ,62 ,7 ,0 ,35 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,38 ,12 ,0 ,1 ,,,,,,,,
117 ,Tom Cadman ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
118 ,Gary Cahill ,Defender,27 ,9 ,24 ,29 ,1 ,0 ,2 ,27 ,123 ,79 ,0 ,103 ,141 ,61 ,4 ,93 ,31 ,0 ,1 ,0 ,1330 ,49 ,0 ,0 ,0 ,0 ,47 ,1 ,1 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
119 ,Dominic Calvert-Lewin ,Forward,32 ,,,15 ,,,10 ,10 ,22 ,13 ,,,,,,,,,,6 ,493 ,15 ,6 ,19 ,,,,4 ,0 ,43 ,15 ,4 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,43 ,17 ,0 ,5 ,,,,,,,,
120 ,Geoff Cameron ,Midfielder,20 ,,,34 ,1 ,,1 ,36 ,61 ,23 ,,89 ,94 ,82 ,14 ,39 ,32 ,,0 ,0 ,506 ,25 ,0 ,9 ,0 ,0 ,28 ,2 ,0 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,,,,,,,,
121 ,Joel Campbell ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
122 ,Emre Can ,Midfielder,26 ,,,67 ,1 ,,5 ,28 ,32 ,20 ,,196 ,163 ,123 ,24 ,46 ,49 ,,0 ,4 ,1543 ,59 ,5 ,11 ,0 ,11 ,76 ,8 ,0 ,27 ,0 ,3 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,27 ,8 ,0 ,1 ,,,,,,,,
123 ,Etienne Capoue ,Midfielder,23 ,,,43 ,1 ,,12 ,43 ,35 ,22 ,,119 ,114 ,99 ,13 ,42 ,23 ,,0 ,0 ,875 ,38 ,0 ,4 ,0 ,5 ,62 ,3 ,0 ,21 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,23 ,3 ,0 ,1 ,,,,,,,,
124 ,Baily Cargill ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
125 ,Michael Carrick ,Midfielder,2 ,,,1 ,1 ,,1 ,1 ,3 ,0 ,,17 ,4 ,6 ,2 ,0 ,2 ,,0 ,0 ,99 ,50 ,0 ,0 ,0 ,1 ,12 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,1 ,,,,,,,,
126 ,Guido Carrillo ,Forward,7 ,,,5 ,,,4 ,0 ,5 ,5 ,,,,,,,,,,1 ,123 ,18 ,0 ,0 ,,,,0 ,0 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,4 ,0 ,0 ,,,,,,,,
127 ,Tom Carroll ,Midfielder,37 ,,,53 ,1 ,,9 ,29 ,15 ,5 ,,139 ,94 ,108 ,14 ,11 ,21 ,,1 ,4 ,1444 ,39 ,6 ,129 ,0 ,3 ,80 ,3 ,0 ,23 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,20 ,3 ,0 ,0 ,,,,,,,,
128 ,Cameron Carter-Vickers ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
129 ,Craig Cathcart ,Defender,7 ,1 ,6 ,8 ,1 ,0 ,0 ,3 ,38 ,18 ,0 ,32 ,20 ,10 ,1 ,10 ,6 ,0 ,0 ,0 ,185 ,26 ,0 ,0 ,0 ,0 ,24 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
130 ,Petr Cech ,Goalkeeper,34 ,11 ,48 ,,,,,,,,,,,,,,,0 ,6 ,0 ,811 ,24 ,,,,,184 ,1 ,0 ,0 ,,0 ,,,,,,,,,,,,91 ,1 ,20 ,31 ,6 ,22 ,223 ,225 
131 ,Cédric Soares ,Defender,32 ,7 ,44 ,54 ,1 ,0 ,4 ,24 ,82 ,38 ,0 ,155 ,110 ,115 ,7 ,33 ,62 ,0 ,2 ,3 ,1275 ,40 ,6 ,137 ,0 ,2 ,77 ,3 ,0 ,16 ,3 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
132 ,Nacer Chadli ,Midfielder,5 ,,,1 ,0 ,,1 ,0 ,3 ,1 ,,15 ,3 ,10 ,1 ,1 ,2 ,,0 ,0 ,69 ,14 ,0 ,7 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,4 ,2 ,1 ,0 ,,,,,,,,
133 ,Nathaniel Chalobah ,Midfielder,6 ,,,9 ,1 ,,2 ,6 ,6 ,6 ,,36 ,33 ,20 ,7 ,11 ,5 ,,0 ,0 ,182 ,30 ,0 ,2 ,0 ,1 ,9 ,1 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,4 ,0 ,1 ,,,,,,,,
134 ,Calum Chambers ,Defender,12 ,1 ,14 ,17 ,1 ,0 ,3 ,18 ,44 ,22 ,0 ,71 ,57 ,56 ,7 ,28 ,30 ,0 ,0 ,0 ,600 ,50 ,0 ,7 ,0 ,0 ,31 ,1 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
135 ,Harry Charsley ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
136 ,Chicharito ,Forward,28 ,,,11 ,,,1 ,6 ,1 ,0 ,,,,,,,,,,0 ,373 ,13 ,1 ,18 ,,,,3 ,0 ,15 ,14 ,8 ,2 ,5 ,1 ,2 ,0 ,0 ,0 ,29 ,16 ,1 ,3 ,,,,,,,,
137 ,Ben Chilwell ,Defender,24 ,4 ,30 ,36 ,1 ,0 ,2 ,28 ,62 ,33 ,0 ,129 ,156 ,129 ,31 ,67 ,61 ,0 ,1 ,2 ,901 ,38 ,4 ,84 ,0 ,0 ,27 ,1 ,1 ,13 ,4 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
138 ,Pedro Chirivella ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
139 ,Hamza Choudhury ,Midfielder,8 ,,,9 ,1 ,,2 ,8 ,4 ,2 ,,22 ,14 ,17 ,0 ,0 ,1 ,,0 ,1 ,164 ,21 ,1 ,1 ,0 ,1 ,12 ,1 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,,,,,,,,
140 ,Eric Maxim Choupo-Moting ,Forward,30 ,,,42 ,,,15 ,23 ,25 ,11 ,,,,,,,,,,5 ,641 ,21 ,5 ,35 ,,,,3 ,0 ,21 ,14 ,5 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,60 ,20 ,0 ,4 ,,,,,,,,
141 ,Chris Löwe ,Defender,23 ,5 ,26 ,43 ,1 ,0 ,2 ,34 ,55 ,20 ,1 ,74 ,68 ,60 ,5 ,12 ,12 ,0 ,1 ,0 ,619 ,27 ,0 ,73 ,0 ,0 ,39 ,1 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
142 ,Andreas Christensen ,Defender,27 ,6 ,23 ,26 ,1 ,0 ,2 ,38 ,104 ,60 ,0 ,139 ,98 ,40 ,5 ,56 ,29 ,0 ,1 ,0 ,1349 ,50 ,0 ,0 ,0 ,1 ,62 ,0 ,0 ,8 ,1 ,0 ,0 ,0 ,0 ,2 ,,,,,,,,,,,,,,,
143 ,Ciaran Clark ,Defender,20 ,4 ,30 ,25 ,1 ,0 ,2 ,17 ,140 ,65 ,3 ,95 ,80 ,67 ,4 ,41 ,37 ,0 ,0 ,1 ,699 ,35 ,2 ,2 ,0 ,1 ,61 ,3 ,0 ,17 ,0 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
144 ,Jake Clarke-Salter ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
145 ,Jordy Clasie ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
146 ,Tom Cleverley ,Midfielder,23 ,,,48 ,1 ,,6 ,25 ,19 ,6 ,,151 ,103 ,124 ,5 ,24 ,42 ,,0 ,2 ,1137 ,49 ,0 ,82 ,0 ,2 ,57 ,1 ,1 ,33 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,16 ,3 ,0 ,1 ,,,,,,,,
147 ,Sam Clucas ,Midfielder,29 ,,,34 ,1 ,,4 ,29 ,30 ,17 ,,110 ,89 ,91 ,5 ,37 ,36 ,,0 ,1 ,786 ,27 ,1 ,55 ,0 ,2 ,33 ,2 ,0 ,10 ,3 ,3 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,19 ,7 ,0 ,2 ,,,,,,,,
148 ,Nathaniel Clyne ,Defender,3 ,1 ,1 ,3 ,0 ,0 ,1 ,0 ,3 ,1 ,0 ,10 ,6 ,12 ,0 ,3 ,3 ,0 ,0 ,0 ,104 ,35 ,0 ,7 ,0 ,0 ,5 ,1 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
149 ,Luke Coddington ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
150 ,Jack Colback ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
151 ,Séamus Coleman ,Defender,12 ,4 ,12 ,14 ,1 ,0 ,0 ,10 ,23 ,16 ,0 ,53 ,66 ,44 ,25 ,14 ,11 ,0 ,1 ,1 ,357 ,30 ,1 ,28 ,0 ,0 ,10 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,,,,,,,,,,,,,,,
152 ,Michael Collins ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
153 ,Aaron Connolly ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
154 ,Francis Coquelin ,Midfielder,7 ,,,5 ,1 ,,1 ,3 ,2 ,0 ,,11 ,9 ,8 ,1 ,2 ,2 ,,0 ,0 ,96 ,14 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,
155 ,Jack Cork ,Midfielder,38 ,,,60 ,1 ,,5 ,41 ,81 ,38 ,,244 ,196 ,198 ,31 ,58 ,78 ,,1 ,1 ,1584 ,42 ,0 ,19 ,0 ,0 ,87 ,7 ,0 ,23 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,5 ,0 ,0 ,,,,,,,,
156 ,Thibaut Courtois ,Goalkeeper,35 ,15 ,34 ,,,,,,,,,,,,,,,0 ,0 ,0 ,983 ,28 ,,,,,188 ,2 ,0 ,2 ,,0 ,,,,,,,,,,,,76 ,0 ,9 ,24 ,9 ,12 ,214 ,248 
157 ,Martin Cranie ,Defender,3 ,0 ,7 ,3 ,1 ,0 ,0 ,1 ,9 ,4 ,1 ,9 ,6 ,3 ,1 ,2 ,2 ,0 ,0 ,0 ,90 ,30 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
