,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
10 ,Soufyan Ahannach ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
11 ,Ahmed Hegazi ,Defender,38 ,10 ,55 ,58 ,1 ,0 ,0 ,60 ,270 ,152 ,1 ,183 ,192 ,145 ,22 ,103 ,84 ,0 ,1 ,0 ,1186 ,31 ,0 ,10 ,0 ,1 ,135 ,4 ,0 ,24 ,2 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
12 ,Nathan Aké ,Defender,38 ,6 ,59 ,53 ,1 ,2 ,2 ,48 ,229 ,136 ,1 ,178 ,186 ,141 ,10 ,105 ,92 ,0 ,0 ,3 ,1589 ,42 ,2 ,5 ,0 ,0 ,86 ,5 ,0 ,27 ,2 ,2 ,0 ,1 ,1 ,1 ,,,,,,,,,,,,,,,
13 ,Chuba Akpom ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
14 ,Alberto Moreno ,Defender,16 ,6 ,19 ,35 ,1 ,0 ,7 ,12 ,39 ,16 ,0 ,69 ,69 ,48 ,6 ,10 ,17 ,0 ,0 ,0 ,783 ,49 ,0 ,51 ,0 ,1 ,35 ,1 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
15 ,Marc Albrighton ,Midfielder,34 ,,,52 ,1 ,,11 ,27 ,25 ,11 ,,172 ,141 ,152 ,52 ,11 ,15 ,,0 ,7 ,1005 ,30 ,8 ,217 ,0 ,11 ,76 ,5 ,1 ,20 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,20 ,6 ,0 ,1 ,,,,,,,,
16 ,Toby Alderweireld ,Defender,14 ,5 ,13 ,19 ,1 ,0 ,1 ,4 ,50 ,31 ,0 ,57 ,40 ,45 ,6 ,14 ,29 ,0 ,0 ,0 ,915 ,65 ,0 ,7 ,0 ,1 ,111 ,3 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
17 ,Aleix García ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
18 ,Trent Alexander-Arnold ,Defender,19 ,6 ,18 ,37 ,1 ,0 ,1 ,28 ,39 ,11 ,0 ,133 ,63 ,69 ,20 ,5 ,17 ,0 ,0 ,1 ,1007 ,53 ,3 ,102 ,0 ,3 ,75 ,3 ,0 ,12 ,3 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
19 ,Ali Gabr ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
20 ,Allan ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
21 ,Joe Allen ,Midfielder,36 ,,,96 ,1 ,,9 ,58 ,54 ,27 ,,244 ,225 ,246 ,44 ,36 ,61 ,,0 ,6 ,1358 ,38 ,4 ,37 ,0 ,3 ,44 ,8 ,0 ,49 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,24 ,4 ,0 ,1 ,,,,,,,,
22 ,Dele Alli ,Midfielder,36 ,,,46 ,1 ,,21 ,19 ,18 ,10 ,,181 ,202 ,265 ,44 ,30 ,52 ,,1 ,10 ,1251 ,35 ,16 ,18 ,0 ,15 ,39 ,7 ,0 ,43 ,5 ,9 ,0 ,6 ,3 ,1 ,0 ,0 ,0 ,69 ,17 ,0 ,8 ,,,,,,,,
23 ,Ryan Allsop ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
24 ,Marcos Alonso ,Defender,33 ,12 ,30 ,51 ,1 ,0 ,19 ,47 ,60 ,28 ,0 ,193 ,158 ,137 ,17 ,61 ,54 ,0 ,1 ,2 ,1347 ,41 ,4 ,96 ,0 ,0 ,39 ,6 ,0 ,26 ,8 ,7 ,2 ,1 ,4 ,0 ,,,,,,,,,,,,,,,
25 ,Paulo Alves ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
26 ,Daniel Amartey ,Defender,8 ,3 ,7 ,8 ,1 ,0 ,0 ,7 ,16 ,9 ,0 ,30 ,29 ,21 ,4 ,10 ,7 ,0 ,0 ,0 ,250 ,31 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
27 ,Luke Amos ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
28 ,Ethan Ampadu ,Defender,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,2 ,2 ,0 ,1 ,2 ,0 ,0 ,0 ,19 ,19 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
29 ,Tom Anderson ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
30 ,Andreas Pereira ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
31 ,Angel Gomes ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
32 ,Vurnon Anita ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
33 ,Michail Antonio ,Forward,21 ,,,15 ,1 ,,11 ,13 ,14 ,7 ,,71 ,139 ,158 ,51 ,43 ,55 ,,0 ,1 ,385 ,18 ,1 ,55 ,0 ,3 ,22 ,1 ,0 ,17 ,7 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,34 ,15 ,0 ,1 ,,,,,,,,
34 ,Scott Arfield ,Midfielder,18 ,,,36 ,1 ,,8 ,12 ,20 ,9 ,,83 ,75 ,101 ,14 ,12 ,31 ,,0 ,1 ,353 ,20 ,0 ,8 ,0 ,1 ,3 ,3 ,0 ,21 ,1 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,18 ,7 ,0 ,1 ,,,,,,,,
35 ,Giedrius Arlauskis ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
36 ,Adam Armstrong ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
37 ,Marko Arnautovic ,Forward,31 ,,,21 ,,,17 ,13 ,32 ,19 ,,,,,,,,,,6 ,684 ,22 ,8 ,61 ,,,,5 ,1 ,35 ,43 ,11 ,0 ,6 ,5 ,5 ,0 ,0 ,0 ,71 ,33 ,0 ,8 ,,,,,,,,
38 ,Harry Arter ,Midfielder,13 ,,,19 ,1 ,,6 ,9 ,5 ,0 ,,66 ,44 ,39 ,4 ,6 ,2 ,,0 ,0 ,586 ,45 ,0 ,5 ,0 ,1 ,37 ,4 ,0 ,9 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,11 ,1 ,0 ,0 ,,,,,,,,
39 ,Christian Atsu ,Midfielder,28 ,,,17 ,1 ,,11 ,13 ,20 ,10 ,,107 ,84 ,165 ,28 ,13 ,68 ,,0 ,2 ,448 ,16 ,5 ,57 ,0 ,1 ,8 ,1 ,0 ,10 ,6 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,35 ,12 ,0 ,3 ,,,,,,,,
40 ,Pierre-Emerick Aubameyang ,Forward,13 ,,,5 ,,,7 ,3 ,7 ,2 ,,,,,,,,,,4 ,317 ,24 ,1 ,16 ,,,,0 ,0 ,1 ,10 ,10 ,0 ,7 ,3 ,0 ,1 ,1 ,0 ,31 ,19 ,1 ,6 ,,,,,,,,
41 ,Serge Aurier ,Defender,17 ,6 ,12 ,48 ,1 ,1 ,3 ,31 ,48 ,33 ,0 ,89 ,127 ,91 ,15 ,48 ,29 ,0 ,0 ,2 ,776 ,46 ,5 ,68 ,0 ,1 ,26 ,1 ,1 ,21 ,2 ,2 ,1 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
42 ,Charlie Austin ,Forward,24 ,,,7 ,,,8 ,1 ,10 ,4 ,,,,,,,,,,0 ,244 ,10 ,1 ,2 ,,,,2 ,0 ,16 ,14 ,7 ,3 ,4 ,0 ,2 ,0 ,1 ,0 ,48 ,25 ,1 ,9 ,,,,,,,,
43 ,Jordan Ayew ,Forward,36 ,,,82 ,,,26 ,24 ,17 ,10 ,,,,,,,,,,2 ,835 ,23 ,1 ,45 ,,,,2 ,1 ,63 ,8 ,7 ,1 ,4 ,2 ,4 ,0 ,1 ,0 ,66 ,21 ,0 ,6 ,,,,,,,,
44 ,César Azpilicueta ,Defender,37 ,15 ,38 ,80 ,1 ,0 ,3 ,54 ,119 ,65 ,1 ,207 ,179 ,114 ,6 ,81 ,55 ,1 ,0 ,6 ,2760 ,75 ,11 ,80 ,0 ,10 ,124 ,1 ,0 ,25 ,1 ,2 ,1 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
45 ,Daniel Bachmann ,Goalkeeper,0 ,0 ,0 ,,,,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,,0 ,0 ,0 ,0 ,,0 ,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
46 ,Badou Ndiaye ,Midfielder,13 ,,,53 ,1 ,,6 ,13 ,17 ,7 ,,85 ,101 ,81 ,17 ,10 ,10 ,,0 ,1 ,337 ,26 ,0 ,4 ,0 ,1 ,20 ,5 ,0 ,24 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,19 ,6 ,0 ,1 ,,,,,,,,
47 ,Eric Bailly ,Defender,13 ,7 ,6 ,17 ,1 ,0 ,1 ,25 ,56 ,14 ,0 ,58 ,47 ,30 ,4 ,17 ,8 ,1 ,0 ,0 ,426 ,33 ,0 ,0 ,0 ,1 ,18 ,2 ,0 ,10 ,0 ,1 ,0 ,1 ,0 ,0 ,,,,,,,,,,,,,,,
48 ,Leighton Baines ,Defender,22 ,5 ,34 ,25 ,1 ,0 ,1 ,25 ,47 ,15 ,0 ,87 ,64 ,48 ,8 ,14 ,20 ,0 ,0 ,3 ,754 ,34 ,4 ,75 ,0 ,0 ,28 ,1 ,0 ,7 ,1 ,2 ,0 ,0 ,2 ,0 ,,,,,,,,,,,,,,,
49 ,Tiemoué Bakayoko ,Midfielder,29 ,,,64 ,1 ,,17 ,37 ,36 ,22 ,,169 ,164 ,155 ,36 ,40 ,36 ,,2 ,2 ,1108 ,38 ,1 ,5 ,0 ,0 ,44 ,3 ,1 ,50 ,2 ,2 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,40 ,9 ,0 ,3 ,,,,,,,,
50 ,Lewis Baker ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
51 ,Courtney Baker-Richardson ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
52 ,Sam Baldock ,Forward,2 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,7 ,4 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
53 ,Beni Baningime ,Midfielder,8 ,,,6 ,0 ,,0 ,2 ,1 ,0 ,,9 ,9 ,14 ,1 ,1 ,2 ,,0 ,0 ,82 ,10 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
54 ,Lewis Banks ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
55 ,Phil Bardsley ,Defender,13 ,4 ,13 ,17 ,1 ,0 ,0 ,22 ,66 ,32 ,1 ,61 ,65 ,67 ,3 ,29 ,27 ,0 ,0 ,0 ,418 ,32 ,0 ,19 ,0 ,0 ,29 ,5 ,0 ,22 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
56 ,Ross Barkley ,Midfielder,2 ,,,0 ,0 ,,1 ,0 ,1 ,1 ,,3 ,8 ,8 ,5 ,2 ,2 ,,0 ,0 ,50 ,25 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,1 ,,,,,,,,
57 ,Daniel Barlaser ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
58 ,Ashley Barnes ,Forward,36 ,,,21 ,,,9 ,2 ,18 ,12 ,,,,,,,,,,0 ,510 ,14 ,2 ,16 ,,,,10 ,0 ,53 ,26 ,9 ,1 ,7 ,1 ,0 ,0 ,0 ,0 ,60 ,22 ,0 ,3 ,,,,,,,,
59 ,Modou Barrow ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
60 ,Gareth Barry ,Midfielder,25 ,,,35 ,1 ,,5 ,14 ,32 ,22 ,,148 ,106 ,112 ,10 ,32 ,36 ,,0 ,1 ,927 ,37 ,2 ,28 ,0 ,3 ,64 ,4 ,0 ,28 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,16 ,6 ,0 ,0 ,,,,,,,,
61 ,Kyle Bartley ,Defender,5 ,0 ,4 ,3 ,1 ,0 ,0 ,4 ,21 ,12 ,0 ,3 ,18 ,9 ,0 ,14 ,4 ,0 ,0 ,0 ,115 ,23 ,0 ,0 ,0 ,0 ,7 ,2 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
62 ,Michy Batshuayi ,Forward,12 ,,,5 ,,,3 ,1 ,3 ,2 ,,,,,,,,,,1 ,96 ,8 ,0 ,0 ,,,,0 ,0 ,4 ,6 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,13 ,5 ,0 ,0 ,,,,,,,,
63 ,Moritz Bauer ,Defender,15 ,4 ,18 ,24 ,1 ,0 ,2 ,12 ,40 ,15 ,0 ,54 ,74 ,74 ,12 ,19 ,22 ,0 ,0 ,0 ,286 ,19 ,1 ,39 ,0 ,0 ,23 ,4 ,0 ,19 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
64 ,Jose Baxter ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
65 ,Jan Bednarek ,Defender,5 ,1 ,5 ,6 ,1 ,0 ,0 ,5 ,27 ,19 ,0 ,28 ,14 ,24 ,0 ,7 ,17 ,0 ,0 ,0 ,181 ,36 ,0 ,0 ,0 ,0 ,8 ,1 ,0 ,3 ,0 ,1 ,0 ,0 ,1 ,0 ,,,,,,,,,,,,,,,
66 ,Asmir Begovic ,Goalkeeper,38 ,6 ,61 ,,,,,,,,,,,,,,,0 ,5 ,0 ,945 ,25 ,,,,,246 ,2 ,0 ,2 ,,0 ,,,,,,,,,,,,111 ,1 ,20 ,31 ,17 ,11 ,215 ,328 
67 ,Valon Behrami ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
68 ,Héctor Bellerín ,Defender,35 ,12 ,44 ,57 ,1 ,0 ,10 ,23 ,71 ,36 ,2 ,175 ,124 ,170 ,25 ,35 ,59 ,0 ,1 ,3 ,1842 ,53 ,8 ,64 ,0 ,7 ,33 ,5 ,0 ,36 ,4 ,2 ,0 ,2 ,0 ,1 ,,,,,,,,,,,,,,,
69 ,Yasin Ben El-Mhanni ,Midfielder,0 ,,,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
70 ,Yohan Benalouane ,Defender,1 ,0 ,2 ,7 ,0 ,0 ,0 ,1 ,4 ,0 ,0 ,5 ,10 ,5 ,0 ,2 ,2 ,0 ,0 ,0 ,27 ,27 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
71 ,Christian Benteke ,Forward,31 ,,,11 ,,,11 ,3 ,43 ,31 ,,,,,,,,,,5 ,672 ,22 ,3 ,3 ,,,,6 ,0 ,48 ,12 ,3 ,2 ,1 ,0 ,0 ,0 ,1 ,0 ,60 ,21 ,0 ,20 ,,,,,,,,
72 ,Saido Berahino ,Forward,15 ,,,2 ,,,2 ,1 ,2 ,0 ,,,,,,,,,,1 ,95 ,6 ,1 ,4 ,,,,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,4 ,0 ,3 ,,,,,,,,
73 ,Steven Berghuis ,Forward,0 ,,,0 ,,,0 ,0 ,0 ,0 ,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
74 ,Bernardo Silva ,Midfielder,35 ,,,27 ,1 ,,1 ,10 ,10 ,1 ,,73 ,88 ,84 ,29 ,5 ,14 ,,0 ,4 ,935 ,27 ,3 ,50 ,0 ,2 ,21 ,0 ,0 ,9 ,0 ,6 ,0 ,1 ,5 ,1 ,0 ,0 ,0 ,25 ,14 ,1 ,3 ,,,,,,,,
75 ,Ryan Bertrand ,Defender,35 ,6 ,49 ,48 ,1 ,0 ,7 ,44 ,60 ,28 ,0 ,146 ,141 ,135 ,17 ,44 ,52 ,0 ,0 ,4 ,1480 ,42 ,3 ,136 ,0 ,1 ,40 ,2 ,0 ,32 ,1 ,0 ,0 ,0 ,0 ,2 ,,,,,,,,,,,,,,,
76 ,Muhamed Besic ,Midfielder,2 ,,,1 ,1 ,,0 ,0 ,1 ,0 ,,3 ,5 ,6 ,0 ,2 ,1 ,,0 ,0 ,28 ,14 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,
77 ,Krystian Bielik ,Defender,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,
